Scenario,Weight,Algorithm,Time (ms),Expansions,Generations,Open,Quality,Path
7/10 (443182) to (307485),10,CA*,0.025584,8,8,0,0,0
8/10 (6225) to (559763),1,A*,1762.76,226926,424906,524,9.93885,15554
8/10 (6225) to (559763),1,CA*,1538.64,226920,386859,521,9.93885,15554
8/10 (6225) to (559763),2,A*,506.927,80806,160622,1570,10.4322,16326
8/10 (6225) to (559763),2,CA*,436.465,80182,133326,1279,10.381,16246
8/10 (6225) to (559763),5,A*,264.425,47543,94637,2623,11.6245,18192
8/10 (6225) to (559763),5,CA*,241.307,47567,80612,1743,11.5708,18108
8/10 (6225) to (559763),10,A*,246.289,45207,87933,2781,11.8954,18616
8/10 (6225) to (559763),10,CA*,228.868,45203,76261,1826,11.783,18440
9/10 (305245) to (453502),1,A*,1777.94,218145,375469,693,9.93007,15566
9/10 (305245) to (453502),1,CA*,1514.07,218100,353099,643,9.96069,15614
9/10 (305245) to (453502),2,A*,1426.99,183887,346277,1500,10.0321,15726
9/10 (305245) to (453502),2,CA*,1304.27,183653,305832,1278,10.0423,15742
9/10 (305245) to (453502),5,A*,404.825,60548,132509,1942,11.3603,17808
9/10 (305245) to (453502),5,CA*,356.862,60386,109276,1625,11.3386,17774
9/10 (305245) to (453502),10,A*,294.799,48258,100662,2130,11.7086,18354
9/10 (305245) to (453502),10,CA*,263.627,48230,86515,1700,11.6525,18266
10/10 (236364) to (527344),1,A*,1582.58,204955,354796,1006,9.9268,15282
10/10 (236364) to (527344),1,CA*,1454.91,204932,328349,697,9.9307,15288
10/10 (236364) to (527344),2,A*,1268.83,169648,302379,1533,10.149,15624
10/10 (236364) to (527344),2,CA*,1135.48,169462,269129,1375,10.1477,15622
10/10 (236364) to (527344),5,A*,406.601,64969,127179,2026,11.0545,17018
10/10 (236364) to (527344),5,CA*,359.588,64871,105654,1699,11.0246,16972
10/10 (236364) to (527344),10,A*,316.063,54879,101790,2180,11.6092,17872
10/10 (236364) to (527344),10,CA*,287.844,54858,87013,1765,11.5351,17758
1/10 (33202) to (30204),1,A*,0.035291,4,19,15,9.92575,38
1/10 (33202) to (30204),1,CA*,0.022541,4,10,6,9.92575,38
1/10 (33202) to (30204),2,A*,0.026792,4,19,15,9.92575,38
1/10 (33202) to (30204),2,CA*,0.019833,4,10,6,9.92575,38
1/10 (33202) to (30204),5,A*,0.02525,4,19,15,9.92575,38
1/10 (33202) to (30204),5,CA*,0.0185,4,10,6,9.92575,38
1/10 (33202) to (30204),10,A*,0.025375,4,19,15,9.92575,38
1/10 (33202) to (30204),10,CA*,0.017666,4,10,6,9.92575,38
2/10 (8672) to (10673),1,A*,0.018708,3,14,11,9.94113,24
2/10 (8672) to (10673),1,CA*,0.020084,3,7,4,9.94113,24
2/10 (8672) to (10673),2,A*,0.021709,3,14,11,9.94113,24
2/10 (8672) to (10673),2,CA*,0.013042,3,7,4,9.94113,24
2/10 (8672) to (10673),5,A*,0.020667,3,14,11,9.94113,24
2/10 (8672) to (10673),5,CA*,0.013917,3,7,4,9.94113,24
2/10 (8672) to (10673),10,A*,0.018167,3,14,11,9.94113,24
2/10 (8672) to (10673),10,CA*,0.013834,3,7,4,9.94113,24
3/10 (68138) to (66136),1,A*,0.020375,3,14,11,9.89949,28
3/10 (68138) to (66136),1,CA*,0.01675,3,7,4,9.89949,28
3/10 (68138) to (66136),2,A*,0.020375,3,14,11,9.89949,28
3/10 (68138) to (66136),2,CA*,0.013625,3,7,4,9.89949,28
3/10 (68138) to (66136),5,A*,0.018917,3,14,11,9.89949,28
3/10 (68138) to (66136),5,CA*,0.013292,3,7,4,9.89949,28
3/10 (68138) to (66136),10,A*,0.029125,3,14,11,9.89949,28
3/10 (68138) to (66136),10,CA*,0.013625,3,7,4,9.89949,28
4/10 (224133) to (142621),1,A*,195.711,36146,72228,1060,9.93651,6816
4/10 (224133) to (142621),1,CA*,180.38,36068,62631,982,9.93651,6816
4/10 (224133) to (142621),2,A*,42.88,8928,19973,1447,11.0794,7600
4/10 (224133) to (142621),2,CA*,38.5823,8865,15898,958,10.9511,7512
4/10 (224133) to (142621),5,A*,26.8657,5952,12627,1490,11.9046,8166
4/10 (224133) to (142621),5,CA*,25.3432,5913,10857,981,11.7734,8076
4/10 (224133) to (142621),10,A*,24.914,5609,11623,1528,12.2544,8406
4/10 (224133) to (142621),10,CA*,23.8798,5612,10282,989,12.0649,8276
5/10 (474199) to (712582),1,A*,94.6335,18658,37583,977,9.93917,6838
5/10 (474199) to (712582),1,CA*,87.0224,18661,33035,932,9.94789,6844
5/10 (474199) to (712582),2,A*,21.2387,4842,9270,1259,10.2299,7038
5/10 (474199) to (712582),2,CA*,20.095,4840,8180,959,10.2037,7020
5/10 (474199) to (712582),5,A*,21.7049,4633,9922,1293,10.5933,7288
5/10 (474199) to (712582),5,CA*,21.1334,4641,8287,968,10.5351,7248
5/10 (474199) to (712582),10,A*,21.0809,4528,9428,1274,10.5933,7288
5/10 (474199) to (712582),10,CA*,19.6288,4531,8026,940,10.5351,7248
6/10 (755142) to (548744),1,A*,43.3087,9412,19649,1562,9.95722,6848
6/10 (755142) to (548744),1,CA*,38.5189,9412,18912,995,9.95722,6848
6/10 (755142) to (548744),2,A*,16.4241,3287,8672,1736,11.4461,7872
6/10 (755142) to (548744),2,CA*,13.6335,3303,6335,983,11.388,7832
6/10 (755142) to (548744),5,A*,11.5626,2420,6107,1806,12.1354,8346
6/10 (755142) to (548744),5,CA*,9.97671,2428,4662,1049,12.0976,8320
6/10 (755142) to (548744),10,A*,10.2311,2197,5359,1826,12.4872,8588
6/10 (755142) to (548744),10,CA*,8.85892,2194,4164,1063,12.3825,8516
7/10 (74471) to (105745),1,A*,965.576,129288,245921,1119,9.96071,13628
7/10 (74471) to (105745),1,CA*,825.4,129251,220952,1099,9.96071,13628
7/10 (74471) to (105745),2,A*,184.449,31948,72374,2414,10.5396,14420
7/10 (74471) to (105745),2,CA*,157.141,31987,59224,1773,10.4753,14332
7/10 (74471) to (105745),5,A*,101.265,19231,45513,2891,11.9049,16288
7/10 (74471) to (105745),5,CA*,88.7457,18940,35477,2083,11.7967,16140
7/10 (74471) to (105745),10,A*,68.8201,13754,30760,2827,11.9341,16328
7/10 (74471) to (105745),10,CA*,62.1923,13715,25231,1937,11.7967,16140
8/10 (170761) to (75593),1,A*,936.57,147142,269285,494,9.94453,13624
8/10 (170761) to (75593),1,CA*,835.422,147133,249568,483,9.94453,13624
8/10 (170761) to (75593),2,A*,292.054,48930,121512,1931,10.2131,13992
8/10 (170761) to (75593),2,CA*,247.361,49012,89959,1366,10.2015,13976
8/10 (170761) to (75593),5,A*,166.539,30358,63846,2492,10.9358,14982
8/10 (170761) to (75593),5,CA*,149.67,28558,54639,1741,10.8832,14910
8/10 (170761) to (75593),10,A*,136.867,25289,52176,2541,10.9358,14982
8/10 (170761) to (75593),10,CA*,122.256,23486,44763,1789,10.8832,14910
9/10 (439559) to (326212),1,A*,1238.42,185217,297251,538,9.91409,13564
9/10 (439559) to (326212),1,CA*,1153,185168,278770,516,9.93894,13598
9/10 (439559) to (326212),2,A*,510.417,89751,158213,2012,10.224,13988
9/10 (439559) to (326212),2,CA*,469.477,88540,138805,1872,10.2255,13990
9/10 (439559) to (326212),5,A*,185.987,35108,76306,2355,11.0192,15076
9/10 (439559) to (326212),5,CA*,172.103,35570,62261,1913,11.0075,15060
9/10 (439559) to (326212),10,A*,81.1565,17108,34110,2108,11.6157,15892
9/10 (439559) to (326212),10,CA*,76.5165,16885,28593,1590,11.3861,15578
10/10 (49234) to (39208),1,A*,0.160166,27,104,77,9.95284,300
10/10 (49234) to (39208),1,CA*,0.133125,27,79,52,9.95284,300
10/10 (49234) to (39208),2,A*,0.157875,27,104,77,9.95284,300
10/10 (49234) to (39208),2,CA*,0.132084,27,79,52,9.95284,300
10/10 (49234) to (39208),5,A*,0.159125,27,104,77,9.95284,300
10/10 (49234) to (39208),5,CA*,0.127167,27,79,52,9.95284,300
10/10 (49234) to (39208),10,A*,0.156875,27,104,77,9.95284,300
10/10 (49234) to (39208),10,CA*,0.1295,27,79,52,9.95284,300
1/10 (12812) to (1296),1,A*,0.04575,7,26,19,9.97784,64
1/10 (12812) to (1296),1,CA*,0.03125,7,19,12,9.97784,64
1/10 (12812) to (1296),2,A*,0.036959,7,26,19,9.97784,64
1/10 (12812) to (1296),2,CA*,0.034292,7,19,12,9.97784,64
1/10 (12812) to (1296),5,A*,0.03675,7,26,19,9.97784,64
1/10 (12812) to (1296),5,CA*,0.029917,7,19,12,9.97784,64
1/10 (12812) to (1296),10,A*,0.036625,7,26,19,9.97784,64
1/10 (12812) to (1296),10,CA*,0.031,7,19,12,9.97784,64
2/10 (347434) to (345436),1,A*,0.018583,3,14,11,9.89949,28
2/10 (347434) to (345436),1,CA*,0.017625,3,7,4,9.89949,28
2/10 (347434) to (345436),2,A*,0.018583,3,14,11,9.89949,28
2/10 (347434) to (345436),2,CA*,0.014417,3,7,4,9.89949,28
2/10 (347434) to (345436),5,A*,0.018208,3,14,11,9.89949,28
2/10 (347434) to (345436),5,CA*,0.012333,3,7,4,9.89949,28
2/10 (347434) to (345436),10,A*,0.018125,3,14,11,9.89949,28
2/10 (347434) to (345436),10,CA*,0.012542,3,7,4,9.89949,28
3/10 (190360) to (191357),1,A*,0.026333,4,17,13,9.95837,34
3/10 (190360) to (191357),1,CA*,0.019667,4,10,6,9.95837,34
3/10 (190360) to (191357),2,A*,0.02175,4,17,13,9.95837,34
3/10 (190360) to (191357),2,CA*,0.018542,4,10,6,9.95837,34
3/10 (190360) to (191357),5,A*,0.022125,4,17,13,9.95837,34
3/10 (190360) to (191357),5,CA*,0.01575,4,10,6,9.95837,34
3/10 (190360) to (191357),10,A*,0.020875,4,17,13,9.95837,34
3/10 (190360) to (191357),10,CA*,0.016666,4,10,6,9.95837,34
4/10 (163394) to (482288),1,A*,35.8342,7195,14772,687,9.95711,3630
4/10 (163394) to (482288),1,CA*,32.3465,7193,14195,676,9.95711,3630
4/10 (163394) to (482288),2,A*,2.72533,534,1708,860,10.4509,3810
4/10 (163394) to (482288),2,CA*,2.27146,541,1289,589,10.4289,3802
4/10 (163394) to (482288),5,A*,2.34417,478,1462,870,10.5167,3834
4/10 (163394) to (482288),5,CA*,2.00096,477,1175,603,10.5167,3834
4/10 (163394) to (482288),10,A*,2.21658,437,1384,861,10.791,3934
4/10 (163394) to (482288),10,CA*,1.81675,437,1097,587,10.791,3934
5/10 (384386) to (27495),1,A*,63.1855,12218,25900,709,9.93265,3652
5/10 (384386) to (27495),1,CA*,55.2533,12188,22901,672,9.93265,3652
5/10 (384386) to (27495),2,A*,3.005,601,1873,824,10.3025,3788
5/10 (384386) to (27495),2,CA*,2.47167,594,1351,535,10.3025,3788
5/10 (384386) to (27495),5,A*,2.13167,437,1352,835,10.5854,3892
5/10 (384386) to (27495),5,CA*,1.80746,432,1057,575,10.618,3904
5/10 (384386) to (27495),10,A*,1.98283,398,1278,838,10.6398,3912
5/10 (384386) to (27495),10,CA*,1.60683,395,995,577,10.618,3904
6/10 (448195) to (175392),1,A*,14.8694,3157,7130,817,9.87877,3598
6/10 (448195) to (175392),1,CA*,13.149,3135,6200,599,9.87877,3598
6/10 (448195) to (175392),2,A*,2.20258,424,1490,912,10.384,3782
6/10 (448195) to (175392),2,CA*,1.62225,407,965,496,10.362,3774
6/10 (448195) to (175392),5,A*,1.88821,356,1310,913,10.5817,3854
6/10 (448195) to (175392),5,CA*,1.36592,341,851,491,10.5542,3844
6/10 (448195) to (175392),10,A*,2.30863,456,1566,944,10.686,3892
6/10 (448195) to (175392),10,CA*,1.36129,337,844,490,10.6421,3876
7/10 (505447) to (099),1,A*,279.266,46994,87992,764,9.84086,7142
7/10 (505447) to (099),1,CA*,244.316,46929,82816,758,9.84086,7142
7/10 (505447) to (099),2,A*,59.6698,10670,22286,1538,11.1223,8072
7/10 (505447) to (099),2,CA*,49.9016,10575,19836,1040,11.0672,8032
7/10 (505447) to (099),5,A*,29.9332,5595,15146,1665,11.5577,8388
7/10 (505447) to (099),5,CA*,25.0791,5608,10860,1045,11.5164,8358
7/10 (505447) to (099),10,A*,26.2912,4990,13240,1707,11.8498,8600
7/10 (505447) to (099),10,CA*,22.06,4963,9627,1054,11.7451,8524
8/10 (39817) to (9461),1,A*,386.876,55853,111069,1031,9.91147,7194
8/10 (39817) to (9461),1,CA*,330.657,55833,101126,843,9.91147,7194
8/10 (39817) to (9461),2,A*,19.9882,4023,10519,1569,10.424,7566
8/10 (39817) to (9461),2,CA*,16.8788,4035,7841,946,10.424,7566
8/10 (39817) to (9461),5,A*,11.0202,2362,5951,1644,11.2479,8164
8/10 (39817) to (9461),5,CA*,9.62546,2366,4645,1045,11.2314,8152
8/10 (39817) to (9461),10,A*,8.64896,1848,4833,1648,11.3113,8210
8/10 (39817) to (9461),10,CA*,7.37229,1849,3704,1031,11.2589,8172
9/10 (361479) to (4102),1,A*,558.224,79680,146360,600,9.84506,7138
9/10 (361479) to (4102),1,CA*,474.156,79584,140625,589,9.86437,7152
9/10 (361479) to (4102),2,A*,76.5547,13182,28299,1471,10.4795,7598
9/10 (361479) to (4102),2,CA*,64.3678,13080,24155,986,10.4547,7580
9/10 (361479) to (4102),5,A*,35.2799,6766,16870,1603,10.9402,7932
9/10 (361479) to (4102),5,CA*,30.382,6735,12554,993,10.8519,7868
9/10 (361479) to (4102),10,A*,29.5682,5896,14133,1649,11.3705,8244
9/10 (361479) to (4102),10,CA*,25.9467,5855,10883,1010,11.2629,8166
10/10 (462101) to (129173),1,A*,138.17,23419,51931,988,9.91492,4136
10/10 (462101) to (129173),1,CA*,119.019,23346,43001,903,9.91492,4136
10/10 (462101) to (129173),2,A*,5.02925,1093,2854,822,10.6245,4432
10/10 (462101) to (129173),2,CA*,3.93246,1050,1969,488,10.5478,4400
10/10 (462101) to (129173),5,A*,3.69754,851,2060,850,11.2286,4684
10/10 (462101) to (129173),5,CA*,3.10821,856,1608,528,11.2669,4700
10/10 (462101) to (129173),10,A*,3.61104,845,2004,852,11.7464,4900
10/10 (462101) to (129173),10,CA*,3.05392,845,1585,532,11.6601,4864
1/10 (89407) to (91408),1,A*,0.025625,3,14,11,9.94113,24
1/10 (89407) to (91408),1,CA*,0.014625,3,7,4,9.94113,24
1/10 (89407) to (91408),2,A*,0.018333,3,14,11,9.94113,24
1/10 (89407) to (91408),2,CA*,0.0125,3,7,4,9.94113,24
1/10 (89407) to (91408),5,A*,0.01775,3,14,11,9.94113,24
1/10 (89407) to (91408),5,CA*,0.013083,3,7,4,9.94113,24
1/10 (89407) to (91408),10,A*,0.024917,3,14,11,9.94113,24
1/10 (89407) to (91408),10,CA*,0.013958,3,7,4,9.94113,24
2/10 (429441) to (426441),1,A*,0.024125,4,15,11,10,30
2/10 (429441) to (426441),1,CA*,0.015541,4,8,4,10,30
2/10 (429441) to (426441),2,A*,0.021083,4,15,11,10,30
2/10 (429441) to (426441),2,CA*,0.016834,4,8,4,10,30
2/10 (429441) to (426441),5,A*,0.021875,4,15,11,10,30
2/10 (429441) to (426441),5,CA*,0.01575,4,8,4,10,30
2/10 (429441) to (426441),10,A*,0.027833,4,15,11,10,30
2/10 (429441) to (426441),10,CA*,0.0155,4,8,4,10,30
3/10 (370474) to (369472),1,A*,0.018,3,14,11,9.94113,24
3/10 (370474) to (369472),1,CA*,0.012125,3,7,4,9.94113,24
3/10 (370474) to (369472),2,A*,0.024042,3,14,11,9.94113,24
3/10 (370474) to (369472),2,CA*,0.012625,3,7,4,9.94113,24
3/10 (370474) to (369472),5,A*,0.018,3,14,11,9.94113,24
3/10 (370474) to (369472),5,CA*,0.011958,3,7,4,9.94113,24
3/10 (370474) to (369472),10,A*,0.017625,3,14,11,9.94113,24
3/10 (370474) to (369472),10,CA*,0.012542,3,7,4,9.94113,24
4/10 (49368) to (214145),1,A*,167.533,29385,53429,822,9.89304,7116
4/10 (49368) to (214145),1,CA*,152.06,29373,46766,555,9.89304,7116
4/10 (49368) to (214145),2,A*,172.4,29143,56905,846,10.3157,7420
4/10 (49368) to (214145),2,CA*,153.315,29136,46511,579,10.2934,7404
4/10 (49368) to (214145),5,A*,173.342,28913,58924,840,10.7411,7726
4/10 (49368) to (214145),5,CA*,155.603,28907,49057,573,10.7578,7738
4/10 (49368) to (214145),10,A*,168.515,28815,55699,839,11.0748,7966
4/10 (49368) to (214145),10,CA*,152.823,28809,48837,572,11.0553,7952
5/10 (22366) to (428209),1,A*,345.978,53118,90850,832,9.93752,7090
5/10 (22366) to (428209),1,CA*,312.73,53109,83194,729,9.93752,7090
5/10 (22366) to (428209),2,A*,204.605,31270,64701,1056,10.8682,7754
5/10 (22366) to (428209),2,CA*,175.796,30912,53845,829,10.8121,7714
5/10 (22366) to (428209),5,A*,92.6046,17035,38925,1271,11.7989,8418
5/10 (22366) to (428209),5,CA*,83.5073,17043,30164,895,11.7008,8348
5/10 (22366) to (428209),10,A*,81.1577,15269,34575,1401,11.925,8508
5/10 (22366) to (428209),10,CA*,73.5534,15302,27009,991,11.8185,8432
6/10 (159199) to (94506),1,A*,645.125,92708,166742,933,9.89914,7074
6/10 (159199) to (94506),1,CA*,575.844,91961,150862,919,9.89914,7074
6/10 (159199) to (94506),2,A*,321.834,48657,103189,675,10.5037,7506
6/10 (159199) to (94506),2,CA*,285.85,48269,85002,610,10.4365,7458
6/10 (159199) to (94506),5,A*,216.749,35232,76029,929,11.8079,8438
6/10 (159199) to (94506),5,CA*,195.819,35137,65493,779,11.7043,8364
6/10 (159199) to (94506),10,A*,184.387,30958,62359,1147,12.8574,9188
6/10 (159199) to (94506),10,CA*,171.215,30935,56357,929,12.7175,9088
7/10 (26506) to (1102),1,A*,1200.31,146853,242976,449,9.92051,14178
7/10 (26506) to (1102),1,CA*,1063.52,146771,232734,311,9.92471,14184
7/10 (26506) to (1102),2,A*,889.2,118795,206294,714,10.2774,14688
7/10 (26506) to (1102),2,CA*,793.781,118617,190487,564,10.2536,14654
7/10 (26506) to (1102),5,A*,534.606,76952,172623,1214,10.7028,15296
7/10 (26506) to (1102),5,CA*,456.781,76866,138551,860,10.6748,15256
7/10 (26506) to (1102),10,A*,413.654,63343,133258,1523,11.0526,15796
7/10 (26506) to (1102),10,CA*,367.028,63297,113484,1034,11.0107,15736
8/10 (293) to (14490),1,A*,959.596,125967,215214,703,9.92303,14188
8/10 (293) to (14490),1,CA*,854.199,125957,200278,699,9.92303,14188
8/10 (293) to (14490),2,A*,781.862,104360,203318,981,10.1468,14508
8/10 (293) to (14490),2,CA*,659.507,102461,167582,907,10.1021,14444
8/10 (293) to (14490),5,A*,467.908,72569,144178,1225,11.1763,15980
8/10 (293) to (14490),5,CA*,413.204,72495,121581,1078,11.1582,15954
8/10 (293) to (14490),10,A*,408.192,66569,124940,1515,11.6687,16684
8/10 (293) to (14490),10,CA*,372.58,66537,111342,1288,11.5862,16566
9/10 (19478) to (5102),1,A*,1191.8,146849,235054,441,9.92144,14168
9/10 (19478) to (5102),1,CA*,1065.9,146767,227061,303,9.93685,14190
9/10 (19478) to (5102),2,A*,877.397,118709,197528,709,10.2786,14678
9/10 (19478) to (5102),2,CA*,785.182,118531,184952,560,10.266,14660
9/10 (19478) to (5102),5,A*,523.255,76750,165214,1209,10.7043,15286
9/10 (19478) to (5102),5,CA*,450.822,76653,132444,855,10.6875,15262
9/10 (19478) to (5102),10,A*,405.176,63132,127068,1514,10.8024,15426
9/10 (19478) to (5102),10,CA*,363.093,63088,107392,1025,10.7856,15402
10/10 (137159) to (388116),1,A*,718.467,99815,159151,952,9.89026,7584
10/10 (137159) to (388116),1,CA*,656.36,99796,146707,839,9.89026,7584
10/10 (137159) to (388116),2,A*,466.656,65267,120473,1037,10.0989,7744
10/10 (137159) to (388116),2,CA*,411.876,65191,101173,915,10.0885,7736
10/10 (137159) to (388116),5,A*,284.676,42391,78586,907,10.6232,8146
10/10 (137159) to (388116),5,CA*,256.405,42376,70431,729,10.5919,8122
10/10 (137159) to (388116),10,A*,252.067,38347,69387,910,10.9935,8430
10/10 (137159) to (388116),10,CA*,230.863,38333,64522,683,10.9257,8378
1/10 (752726) to (751728),1,A*,0.026708,3,14,11,9.94113,24
1/10 (752726) to (751728),1,CA*,0.016167,3,7,4,9.94113,24
1/10 (752726) to (751728),2,A*,0.021417,3,14,11,9.94113,24
1/10 (752726) to (751728),2,CA*,0.013834,3,7,4,9.94113,24
1/10 (752726) to (751728),5,A*,0.025833,3,14,11,9.94113,24
1/10 (752726) to (751728),5,CA*,0.015208,3,7,4,9.94113,24
1/10 (752726) to (751728),10,A*,0.019208,3,14,11,9.94113,24
1/10 (752726) to (751728),10,CA*,0.014708,3,7,4,9.94113,24
2/10 (517495) to (519495),1,A*,0.0185,3,12,9,10,20
2/10 (517495) to (519495),1,CA*,0.015792,3,5,2,10,20
2/10 (517495) to (519495),2,A*,0.019542,3,12,9,10,20
2/10 (517495) to (519495),2,CA*,0.011458,3,5,2,10,20
2/10 (517495) to (519495),5,A*,0.019583,3,12,9,10,20
2/10 (517495) to (519495),5,CA*,0.011041,3,5,2,10,20
2/10 (517495) to (519495),10,A*,0.017417,3,12,9,10,20
2/10 (517495) to (519495),10,CA*,0.011292,3,5,2,10,20
3/10 (670291) to (670294),1,A*,0.022625,4,11,7,10,30
3/10 (670291) to (670294),1,CA*,0.016875,4,8,4,10,30
3/10 (670291) to (670294),2,A*,0.023375,4,11,7,10,30
3/10 (670291) to (670294),2,CA*,0.018166,4,8,4,10,30
3/10 (670291) to (670294),5,A*,0.019792,4,11,7,10,30
3/10 (670291) to (670294),5,CA*,0.016542,4,8,4,10,30
3/10 (670291) to (670294),10,A*,0.018958,4,11,7,10,30
3/10 (670291) to (670294),10,CA*,0.026125,4,8,4,10,30
4/10 (273632) to (54232),1,A*,746.661,103620,154936,775,9.92191,8536
4/10 (273632) to (54232),1,CA*,696.413,103568,150802,688,9.92191,8536
4/10 (273632) to (54232),2,A*,480.945,73040,127673,1204,10.2846,8848
4/10 (273632) to (54232),2,CA*,442.471,72876,113992,1050,10.266,8832
4/10 (273632) to (54232),5,A*,311.896,45536,103952,1382,10.6263,9142
4/10 (273632) to (54232),5,CA*,275.276,45561,83397,1083,10.6217,9138
4/10 (273632) to (54232),10,A*,270.978,40199,88287,1487,11.3074,9728
4/10 (273632) to (54232),10,CA*,241.163,40190,72979,1136,11.2726,9698
5/10 (62313) to (225387),1,A*,526.278,81771,135600,878,9.9048,8486
5/10 (62313) to (225387),1,CA*,486.124,81747,130726,702,9.9048,8486
5/10 (62313) to (225387),2,A*,209.507,37333,72798,1615,10.1196,8670
5/10 (62313) to (225387),2,CA*,186.332,37109,64194,1322,10.1009,8654
5/10 (62313) to (225387),5,A*,110.619,19370,48406,1974,11.2237,9616
5/10 (62313) to (225387),5,CA*,93.1495,19325,36576,1369,11.1747,9574
5/10 (62313) to (225387),10,A*,94.0453,17732,42078,2215,11.4292,9792
5/10 (62313) to (225387),10,CA*,84.8362,17742,33274,1520,11.3568,9730
6/10 (415166) to (253545),1,A*,1007.32,133755,228476,1422,9.89745,8520
6/10 (415166) to (253545),1,CA*,1079.32,133648,215405,1210,9.89745,8520
6/10 (415166) to (253545),2,A*,492.485,73156,153925,1669,10.1391,8728
6/10 (415166) to (253545),2,CA*,431.741,73024,129673,1343,10.1205,8712
6/10 (415166) to (253545),5,A*,499.471,76789,159612,2265,10.7524,9256
6/10 (415166) to (253545),5,CA*,441.226,76847,132648,1789,10.7222,9230
6/10 (415166) to (253545),10,A*,279.007,50103,93748,1439,14.0051,12056
6/10 (415166) to (253545),10,CA*,265.635,50091,82685,1122,13.9772,12032
7/10 (687386) to (20184),1,A*,2367.55,282070,457561,1834,9.89961,16990
7/10 (687386) to (20184),1,CA*,2122.7,281955,432059,1679,9.89961,16990
7/10 (687386) to (20184),2,A*,955.221,123417,232338,1256,10.0488,17246
7/10 (687386) to (20184),2,CA*,845.834,123395,198322,1067,10.0348,17222
7/10 (687386) to (20184),5,A*,614.656,84680,180520,1559,10.6175,18222
7/10 (687386) to (20184),5,CA*,533.692,84533,150619,1182,10.6105,18210
7/10 (687386) to (20184),10,A*,537.295,76628,161107,1855,10.7655,18476
7/10 (687386) to (20184),10,CA*,475.595,76503,138775,1358,10.6897,18346
8/10 (597358) to (12146),1,A*,3308.68,349488,565768,1339,9.88526,16970
8/10 (597358) to (12146),1,CA*,2921.44,349342,535804,1307,9.88526,16970
