Scenario,Weight,Algorithm,Time (ms),Expansions,Generations,Open,Quality,Path
10/10 (11775) to (2471),1,A*,2.22979,526,1074,234,9.90758,1146
10/10 (11775) to (2471),1,CA*,2.00796,496,886,204,9.90758,1146
10/10 (11775) to (2471),2,A*,1.36167,298,743,222,9.90758,1146
10/10 (11775) to (2471),2,CA*,1.12996,285,586,186,9.90758,1146
10/10 (11775) to (2471),5,A*,0.857458,197,487,215,10.3744,1200
10/10 (11775) to (2471),5,CA*,0.762875,197,430,172,10.3744,1200
10/10 (11775) to (2471),10,A*,0.766334,178,450,214,10.3744,1200
10/10 (11775) to (2471),10,CA*,0.696333,176,393,171,10.3744,1200
1/10 (291227) to (294228),1,A*,0.030125,4,17,13,9.95837,34
1/10 (291227) to (294228),1,CA*,0.019667,4,10,6,9.95837,34
1/10 (291227) to (294228),2,A*,0.0235,4,17,13,9.95837,34
1/10 (291227) to (294228),2,CA*,0.074875,4,10,6,9.95837,34
1/10 (291227) to (294228),5,A*,0.030792,4,17,13,9.95837,34
1/10 (291227) to (294228),5,CA*,0.018917,4,10,6,9.95837,34
1/10 (291227) to (294228),10,A*,0.028959,4,17,13,9.95837,34
1/10 (291227) to (294228),10,CA*,0.018,4,10,6,9.95837,34
2/10 (163303) to (161302),1,A*,0.022417,3,11,8,9.94113,24
2/10 (163303) to (161302),1,CA*,0.018,3,7,4,9.94113,24
2/10 (163303) to (161302),2,A*,0.017416,3,11,8,9.94113,24
2/10 (163303) to (161302),2,CA*,0.012916,3,7,4,9.94113,24
2/10 (163303) to (161302),5,A*,0.016167,3,11,8,9.94113,24
2/10 (163303) to (161302),5,CA*,0.012125,3,7,4,9.94113,24
2/10 (163303) to (161302),10,A*,0.023417,3,11,8,9.94113,24
2/10 (163303) to (161302),10,CA*,0.020333,3,7,4,9.94113,24
3/10 (317154) to (316153),1,A*,0.014125,2,9,7,9.89949,14
3/10 (317154) to (316153),1,CA*,0.007875,2,4,2,9.89949,14
3/10 (317154) to (316153),2,A*,0.0135,2,9,7,9.89949,14
3/10 (317154) to (316153),2,CA*,0.007875,2,4,2,9.89949,14
3/10 (317154) to (316153),5,A*,0.011916,2,9,7,9.89949,14
3/10 (317154) to (316153),5,CA*,0.007916,2,4,2,9.89949,14
3/10 (317154) to (316153),10,A*,0.017417,2,9,7,9.89949,14
3/10 (317154) to (316153),10,CA*,0.008333,2,4,2,9.89949,14
4/10 (303248) to (149277),1,A*,50.097,10367,20394,143,9.87569,2672
4/10 (303248) to (149277),1,CA*,46.3197,10367,18061,135,9.87569,2672
4/10 (303248) to (149277),2,A*,32.2803,6097,14728,459,10.4079,2816
4/10 (303248) to (149277),2,CA*,27.556,6036,11238,372,10.3783,2808
4/10 (303248) to (149277),5,A*,16.7457,3588,7789,608,12.315,3332
4/10 (303248) to (149277),5,CA*,16.0871,3564,6585,446,12.2633,3318
4/10 (303248) to (149277),10,A*,13.2742,2826,5891,622,12.7881,3460
4/10 (303248) to (149277),10,CA*,12.423,2829,5191,448,12.7364,3446
5/10 (272245) to (94360),1,A*,22.0247,4779,9064,339,9.91702,2708
5/10 (272245) to (94360),1,CA*,19.2261,4717,7786,317,9.91702,2708
5/10 (272245) to (94360),2,A*,3.69504,865,1870,458,10.4444,2852
5/10 (272245) to (94360),2,CA*,3.17121,851,1586,313,10.3858,2836
5/10 (272245) to (94360),5,A*,2.36292,519,1448,473,11.1035,3032
5/10 (272245) to (94360),5,CA*,2.00604,525,1059,308,11.0157,3008
5/10 (272245) to (94360),10,A*,1.85042,399,1132,486,11.1035,3032
5/10 (272245) to (94360),10,CA*,1.48675,404,835,310,11.0157,3008
6/10 (159374) to (332217),1,A*,37.3999,8182,14972,379,9.89898,2722
6/10 (159374) to (332217),1,CA*,33.8639,8168,14383,374,9.89898,2722
6/10 (159374) to (332217),2,A*,24.9199,5104,11179,736,10.1899,2802
6/10 (159374) to (332217),2,CA*,21.819,5138,9297,531,10.1899,2802
6/10 (159374) to (332217),5,A*,30.2156,5840,13718,657,10.7863,2966
6/10 (159374) to (332217),5,CA*,25.8814,5834,10608,429,10.7281,2950
6/10 (159374) to (332217),10,A*,27.7899,5890,12876,677,11.2227,3086
6/10 (159374) to (332217),10,CA*,26.088,5885,10646,442,11.1427,3064
7/10 (174221) to (231183),1,A*,108.321,22894,37623,222,9.80163,5328
7/10 (174221) to (231183),1,CA*,100.97,22891,34453,200,9.80163,5328
7/10 (174221) to (231183),2,A*,89.6981,18781,33228,352,9.80163,5328
7/10 (174221) to (231183),2,CA*,82.248,18781,28291,245,9.80163,5328
7/10 (174221) to (231183),5,A*,73.5832,15660,28915,426,10.1659,5526
7/10 (174221) to (231183),5,CA*,70.2928,15637,25498,331,10.1217,5502
7/10 (174221) to (231183),10,A*,67.711,14505,26272,605,10.2468,5570
7/10 (174221) to (231183),10,CA*,66.5704,14496,23889,491,10.2027,5546
8/10 (243157) to (69214),1,A*,101.957,22001,37022,331,9.88621,5348
8/10 (243157) to (69214),1,CA*,95.9375,22000,34839,328,9.8973,5354
8/10 (243157) to (69214),2,A*,55.0334,12173,22556,920,10.389,5620
8/10 (243157) to (69214),2,CA*,51.6415,12167,19999,702,10.3853,5618
8/10 (243157) to (69214),5,A*,55.7385,11906,24589,1050,11.2468,6084
8/10 (243157) to (69214),5,CA*,52.2218,11938,20341,760,11.2542,6088
8/10 (243157) to (69214),10,A*,56.6662,11865,24161,1094,11.6165,6284
8/10 (243157) to (69214),10,CA*,51.8467,11850,20003,792,11.5351,6240
9/10 (54207) to (277145),1,A*,111.624,22462,44322,257,9.88846,5356
9/10 (54207) to (277145),1,CA*,101.106,22458,38814,244,9.89953,5362
9/10 (54207) to (277145),2,A*,90.9993,17762,39301,446,10.3057,5582
9/10 (54207) to (277145),2,CA*,81.6428,17761,30980,315,10.2872,5572
9/10 (54207) to (277145),5,A*,69.4945,14091,27748,728,10.8522,5878
9/10 (54207) to (277145),5,CA*,64.3294,14087,24648,516,10.8522,5878
9/10 (54207) to (277145),10,A*,60.0503,13008,24879,814,11.3765,6162
9/10 (54207) to (277145),10,CA*,58.5549,13005,22747,588,11.2547,6096
10/10 (242317) to (52203),1,A*,39.9833,8463,15689,272,9.88353,2806
10/10 (242317) to (52203),1,CA*,35.9197,8461,14753,238,9.88353,2806
10/10 (242317) to (52203),2,A*,16.9908,3440,8260,638,10.6162,3014
10/10 (242317) to (52203),2,CA*,14.3643,3393,6390,432,10.588,3006
10/10 (242317) to (52203),5,A*,15.1494,2985,7467,728,11.7715,3342
10/10 (242317) to (52203),5,CA*,13.462,3000,5772,473,11.7856,3346
10/10 (242317) to (52203),10,A*,13.5464,2854,6941,741,12.5534,3564
10/10 (242317) to (52203),10,CA*,12.1769,2855,5474,469,12.4759,3542
1/10 (727) to (628),1,A*,0.010125,2,3,1,7,14
1/10 (727) to (628),1,CA*,0.005125,2,3,1,7,14
1/10 (727) to (628),2,A*,0.004541,2,3,1,7,14
1/10 (727) to (628),2,CA*,0.004416,2,3,1,7,14
1/10 (727) to (628),5,A*,0.004084,2,3,1,7,14
1/10 (727) to (628),5,CA*,0.004167,2,3,1,7,14
1/10 (727) to (628),10,A*,0.004041,2,3,1,7,14
1/10 (727) to (628),10,CA*,0.004083,2,3,1,7,14
2/10 (1922) to (1720),1,A*,0.019083,3,14,11,9.89949,28
2/10 (1922) to (1720),1,CA*,0.01175,3,7,4,9.89949,28
2/10 (1922) to (1720),2,A*,0.017167,3,14,11,9.89949,28
2/10 (1922) to (1720),2,CA*,0.011083,3,7,4,9.89949,28
2/10 (1922) to (1720),5,A*,0.0165,3,14,11,9.89949,28
2/10 (1922) to (1720),5,CA*,0.013333,3,7,4,9.89949,28
2/10 (1922) to (1720),10,A*,0.018417,3,14,11,9.89949,28
2/10 (1922) to (1720),10,CA*,0.011125,3,7,4,9.89949,28
3/10 (1721) to (1921),1,A*,0.015208,3,12,9,10,20
3/10 (1721) to (1921),1,CA*,0.009167,3,5,2,10,20
3/10 (1721) to (1921),2,A*,0.015166,3,12,9,10,20
3/10 (1721) to (1921),2,CA*,0.009125,3,5,2,10,20
3/10 (1721) to (1921),5,A*,0.015042,3,12,9,10,20
3/10 (1721) to (1921),5,CA*,0.008416,3,5,2,10,20
3/10 (1721) to (1921),10,A*,0.014458,3,12,9,10,20
3/10 (1721) to (1921),10,CA*,0.008375,3,5,2,10,20
4/10 (2127) to (2211),1,A*,0.080417,17,45,28,9.99134,164
4/10 (2127) to (2211),1,CA*,0.068375,17,39,22,9.99134,164
4/10 (2127) to (2211),2,A*,0.077625,17,45,28,9.99134,164
4/10 (2127) to (2211),2,CA*,0.067208,17,39,22,9.99134,164
4/10 (2127) to (2211),5,A*,0.076083,17,45,28,9.99134,164
4/10 (2127) to (2211),5,CA*,0.067,17,39,22,9.99134,164
4/10 (2127) to (2211),10,A*,0.074917,17,45,28,9.99134,164
4/10 (2127) to (2211),10,CA*,0.066167,17,39,22,9.99134,164
5/10 (2021) to (1810),1,A*,0.234375,51,121,39,9.60566,160
5/10 (2021) to (1810),1,CA*,0.157083,39,76,29,9.60566,160
5/10 (2021) to (1810),2,A*,0.080083,17,48,30,10.0859,168
5/10 (2021) to (1810),2,CA*,0.060375,17,36,19,9.60566,160
5/10 (2021) to (1810),5,A*,0.0715,15,45,30,10.0859,168
5/10 (2021) to (1810),5,CA*,0.058291,17,36,19,9.60566,160
5/10 (2021) to (1810),10,A*,0.069958,15,45,30,10.0859,168
5/10 (2021) to (1810),10,CA*,0.0615,18,38,20,9.60566,160
6/10 (2515) to (729),1,A*,0.108333,19,77,58,9.91639,236
6/10 (2515) to (729),1,CA*,0.080916,19,50,31,9.91639,236
6/10 (2515) to (729),2,A*,0.10775,19,77,58,9.91639,236
6/10 (2515) to (729),2,CA*,0.079,19,50,31,9.91639,236
6/10 (2515) to (729),5,A*,0.106417,19,77,58,9.91639,236
6/10 (2515) to (729),5,CA*,0.079167,19,50,31,9.91639,236
6/10 (2515) to (729),10,A*,0.105667,19,77,58,9.91639,236
6/10 (2515) to (729),10,CA*,0.07925,19,50,31,9.91639,236
7/10 (729) to (154),1,A*,0.543,130,264,54,9.61081,356
7/10 (729) to (154),1,CA*,0.491917,127,231,42,9.61081,356
7/10 (729) to (154),2,A*,0.291834,63,162,67,9.61081,356
7/10 (729) to (154),2,CA*,0.229292,61,117,43,9.61081,356
7/10 (729) to (154),5,A*,0.20775,44,121,72,9.77279,362
7/10 (729) to (154),5,CA*,0.166333,44,92,44,9.77279,362
7/10 (729) to (154),10,A*,0.197167,42,119,73,9.77279,362
7/10 (729) to (154),10,CA*,0.145125,39,84,44,9.77279,362
8/10 (1130) to (109),1,A*,0.866333,209,412,36,9.63924,370
8/10 (1130) to (109),1,CA*,0.803167,207,333,36,9.63924,370
8/10 (1130) to (109),2,A*,0.629084,140,326,52,9.63924,370
8/10 (1130) to (109),2,CA*,0.509292,132,241,48,9.63924,370
8/10 (1130) to (109),5,A*,0.372625,85,182,58,10.9418,420
8/10 (1130) to (109),5,CA*,0.34325,85,163,48,10.9418,420
8/10 (1130) to (109),10,A*,0.315875,71,158,60,10.9418,420
8/10 (1130) to (109),10,CA*,0.283167,71,141,50,10.9418,420
9/10 (1532) to (117),1,A*,0.896125,208,436,39,9.80019,364
9/10 (1532) to (117),1,CA*,0.771625,207,346,33,9.80019,364
9/10 (1532) to (117),2,A*,0.591458,125,331,65,10.4464,388
9/10 (1532) to (117),2,CA*,0.509667,129,244,44,10.4464,388
9/10 (1532) to (117),5,A*,0.296208,65,163,78,11.7925,438
9/10 (1532) to (117),5,CA*,0.259041,65,132,55,11.7925,438
9/10 (1532) to (117),10,A*,0.262584,57,149,79,11.7925,438
9/10 (1532) to (117),10,CA*,0.228792,57,122,56,11.7925,438
10/10 (1020) to (1830),1,A*,0.063834,11,46,35,9.49675,132
10/10 (1020) to (1830),1,CA*,0.047042,11,30,19,9.49675,132
10/10 (1020) to (1830),2,A*,0.062333,11,46,35,9.49675,132
10/10 (1020) to (1830),2,CA*,0.04675,11,30,19,9.49675,132
10/10 (1020) to (1830),5,A*,0.060709,11,46,35,9.49675,132
10/10 (1020) to (1830),5,CA*,0.046,11,30,19,9.49675,132
10/10 (1020) to (1830),10,A*,0.06075,11,46,35,9.49675,132
10/10 (1020) to (1830),10,CA*,0.046,11,30,19,9.49675,132
1/10 (43226) to (44228),1,A*,0.023917,3,14,11,9.94113,24
1/10 (43226) to (44228),1,CA*,0.012542,3,7,4,9.94113,24
1/10 (43226) to (44228),2,A*,0.016708,3,14,11,9.94113,24
1/10 (43226) to (44228),2,CA*,0.012125,3,7,4,9.94113,24
1/10 (43226) to (44228),5,A*,0.0165,3,14,11,9.94113,24
1/10 (43226) to (44228),5,CA*,0.01075,3,7,4,9.94113,24
1/10 (43226) to (44228),10,A*,0.015667,3,14,11,9.94113,24
1/10 (43226) to (44228),10,CA*,0.010375,3,7,4,9.94113,24
2/10 (150239) to (151234),1,A*,0.03125,6,23,17,9.97375,54
2/10 (150239) to (151234),1,CA*,0.025708,6,16,10,9.97375,54
2/10 (150239) to (151234),2,A*,0.030958,6,23,17,9.97375,54
2/10 (150239) to (151234),2,CA*,0.024917,6,16,10,9.97375,54
2/10 (150239) to (151234),5,A*,0.029958,6,23,17,9.97375,54
2/10 (150239) to (151234),5,CA*,0.026458,6,16,10,9.97375,54
2/10 (150239) to (151234),10,A*,0.029708,6,23,17,9.97375,54
2/10 (150239) to (151234),10,CA*,0.024792,6,16,10,9.97375,54
3/10 (79136) to (82138),1,A*,0.024458,4,19,15,9.92575,38
3/10 (79136) to (82138),1,CA*,0.020417,4,10,6,9.92575,38
3/10 (79136) to (82138),2,A*,0.022417,4,19,15,9.92575,38
3/10 (79136) to (82138),2,CA*,0.015958,4,10,6,9.92575,38
3/10 (79136) to (82138),5,A*,0.021708,4,19,15,9.92575,38
3/10 (79136) to (82138),5,CA*,0.014791,4,10,6,9.92575,38
3/10 (79136) to (82138),10,A*,0.022875,4,19,15,9.92575,38
3/10 (79136) to (82138),10,CA*,0.014583,4,10,6,9.92575,38
4/10 (158270) to (87131),1,A*,41.5766,9689,16345,175,9.92484,3184
4/10 (158270) to (87131),1,CA*,41.9141,9685,15667,158,9.92484,3184
4/10 (158270) to (87131),2,A*,36.3141,7830,14849,248,10.3737,3328
4/10 (158270) to (87131),2,CA*,32.4262,7789,12325,232,10.3238,3312
4/10 (158270) to (87131),5,A*,14.1443,3238,6562,423,10.9909,3526
4/10 (158270) to (87131),5,CA*,13.5375,3240,5694,323,10.9909,3526
4/10 (158270) to (87131),10,A*,11.3031,2582,5134,417,10.9909,3526
4/10 (158270) to (87131),10,CA*,10.8237,2586,4449,313,10.9909,3526
5/10 (1659) to (152288),1,A*,16.7285,3746,7707,452,9.90611,3192
5/10 (1659) to (152288),1,CA*,15.6046,3739,6741,413,9.92473,3198
5/10 (1659) to (152288),2,A*,8.05375,1804,4171,627,10.924,3520
5/10 (1659) to (152288),2,CA*,6.941,1797,3245,452,10.9178,3518
5/10 (1659) to (152288),5,A*,6.74413,1613,3282,622,11.3895,3670
5/10 (1659) to (152288),5,CA*,6.23171,1613,2781,460,11.3771,3666
5/10 (1659) to (152288),10,A*,6.70838,1610,3266,631,11.6999,3770
5/10 (1659) to (152288),10,CA*,6.13037,1599,2755,466,11.5633,3726
6/10 (162218) to (55173),1,A*,42.9745,10021,17412,282,9.91808,3160
6/10 (162218) to (55173),1,CA*,42.135,10020,16407,232,9.91808,3160
6/10 (162218) to (55173),2,A*,37.1686,8356,15408,372,10.37,3304
6/10 (162218) to (55173),2,CA*,35.8422,8347,13717,277,10.37,3304
6/10 (162218) to (55173),5,A*,31.1602,6956,13280,420,10.8848,3468
6/10 (162218) to (55173),5,CA*,30.0587,6939,11764,323,10.8597,3460
6/10 (162218) to (55173),10,A*,30.483,6460,12186,437,10.8848,3468
6/10 (162218) to (55173),10,CA*,27.9227,6462,11034,337,10.8597,3460
7/10 (4265) to (90387),1,A*,87.8088,18420,34465,255,9.92472,6320
7/10 (4265) to (90387),1,CA*,80.2619,18420,30274,250,9.93414,6326
7/10 (4265) to (90387),2,A*,91.4616,10976,19287,728,10.8167,6888
7/10 (4265) to (90387),2,CA*,47.395,10942,17036,539,10.7759,6862
7/10 (4265) to (90387),5,A*,55.7992,10739,21068,834,11.4511,7292
7/10 (4265) to (90387),5,CA*,48.9755,10763,17916,630,11.3695,7240
7/10 (4265) to (90387),10,A*,48.9711,10772,20729,865,11.8311,7534
7/10 (4265) to (90387),10,CA*,46.0325,10765,17899,662,11.7495,7482
8/10 (49365) to (4265),1,A*,101.941,18610,29308,421,9.92924,6324
8/10 (49365) to (4265),1,CA*,81.475,18610,27521,329,9.93866,6330
8/10 (49365) to (4265),2,A*,74.3724,16057,25135,578,10.3312,6580
8/10 (49365) to (4265),2,CA*,70.1854,16040,23201,377,10.3155,6570
8/10 (49365) to (4265),5,A*,71.0025,15716,27408,603,10.9812,6994
8/10 (49365) to (4265),5,CA*,67.0385,15722,23681,383,10.9215,6956
8/10 (49365) to (4265),10,A*,69.598,15659,27111,616,11.1005,7070
8/10 (49365) to (4265),10,CA*,66.363,15661,23509,397,11.0314,7026
9/10 (57262) to (190386),1,A*,92.3374,19555,35027,306,9.89317,6306
9/10 (57262) to (190386),1,CA*,84.1859,19555,31236,299,9.92769,6328
9/10 (57262) to (190386),2,A*,44.3716,10485,17195,768,10.7592,6858
9/10 (57262) to (190386),2,CA*,51.0704,10461,15413,578,10.756,6856
9/10 (57262) to (190386),5,A*,44.826,10073,19246,828,11.3271,7220
9/10 (57262) to (190386),5,CA*,43.7938,10063,16011,612,11.3773,7252
9/10 (57262) to (190386),10,A*,46.4016,10043,18691,857,11.6189,7406
9/10 (57262) to (190386),10,CA*,43.204,10038,15855,629,11.5969,7392
10/10 (21773) to (118274),1,A*,15.4965,3477,6397,505,9.96538,2832
10/10 (21773) to (118274),1,CA*,14.148,3428,5754,436,9.96538,2832
10/10 (21773) to (118274),2,A*,10.001,2153,5099,581,10.8944,3096
10/10 (21773) to (118274),2,CA*,8.57312,2122,3883,444,10.8662,3088
10/10 (21773) to (118274),5,A*,7.65675,1724,3499,587,11.6404,3308
10/10 (21773) to (118274),5,CA*,6.95358,1718,3079,435,11.6544,3312
10/10 (21773) to (118274),10,A*,7.08133,1670,3277,595,11.8867,3378
10/10 (21773) to (118274),10,CA*,6.66417,1669,2967,440,11.8585,3370
1/10 (218) to (208),1,A*,0.01475,2,6,4,10,10
1/10 (218) to (208),1,CA*,0.004583,2,2,0,10,10
1/10 (218) to (208),2,A*,0.008375,2,6,4,10,10
1/10 (218) to (208),2,CA*,0.003792,2,2,0,10,10
1/10 (218) to (208),5,A*,0.007625,2,6,4,10,10
1/10 (218) to (208),5,CA*,0.003625,2,2,0,10,10
1/10 (218) to (208),10,A*,0.007667,2,6,4,10,10
1/10 (218) to (208),10,CA*,0.0035,2,2,0,10,10
2/10 (87) to (58),1,A*,0.022458,4,15,11,9.95837,34
2/10 (87) to (58),1,CA*,0.015958,4,9,5,9.95837,34
2/10 (87) to (58),2,A*,0.021375,4,15,11,9.95837,34
2/10 (87) to (58),2,CA*,0.015208,4,9,5,9.95837,34
2/10 (87) to (58),5,A*,0.020125,4,15,11,9.95837,34
2/10 (87) to (58),5,CA*,0.014875,4,9,5,9.95837,34
2/10 (87) to (58),10,A*,0.019791,4,15,11,9.95837,34
2/10 (87) to (58),10,CA*,0.023667,4,9,5,9.95837,34
3/10 (813) to (615),1,A*,0.017292,3,13,10,9.89949,28
3/10 (813) to (615),1,CA*,0.011042,3,7,4,9.89949,28
3/10 (813) to (615),2,A*,0.015875,3,13,10,9.89949,28
3/10 (813) to (615),2,CA*,0.010916,3,7,4,9.89949,28
3/10 (813) to (615),5,A*,0.015292,3,13,10,9.89949,28
3/10 (813) to (615),5,CA*,0.010417,3,7,4,9.89949,28
3/10 (813) to (615),10,A*,0.014875,3,13,10,9.89949,28
3/10 (813) to (615),10,CA*,0.010459,3,7,4,9.89949,28
4/10 (154) to (2720),1,A*,0.098333,17,71,54,9.64913,208
4/10 (154) to (2720),1,CA*,0.076042,17,47,30,9.64913,208
4/10 (154) to (2720),2,A*,0.098916,17,71,54,9.64913,208
4/10 (154) to (2720),2,CA*,0.074084,17,47,30,9.64913,208
4/10 (154) to (2720),5,A*,0.0975,17,71,54,9.64913,208
4/10 (154) to (2720),5,CA*,0.074417,17,47,30,9.64913,208
4/10 (154) to (2720),10,A*,0.096791,17,71,54,9.64913,208
4/10 (154) to (2720),10,CA*,0.073667,17,47,30,9.64913,208
5/10 (2410) to (315),1,A*,0.124334,27,71,40,9.95837,238
5/10 (2410) to (315),1,CA*,0.10025,27,58,29,9.95837,238
5/10 (2410) to (315),2,A*,0.102208,22,64,42,10.2931,246
5/10 (2410) to (315),2,CA*,0.082625,22,50,28,10.2931,246
5/10 (2410) to (315),5,A*,0.101208,22,64,42,10.2931,246
5/10 (2410) to (315),5,CA*,0.080458,22,50,28,10.2931,246
5/10 (2410) to (315),10,A*,0.101625,22,64,42,10.2931,246
5/10 (2410) to (315),10,CA*,0.089209,22,50,28,10.2931,246
6/10 (1228) to (1111),1,A*,0.172709,41,91,27,9.66483,214
6/10 (1228) to (1111),1,CA*,0.138083,37,70,23,9.66483,214
6/10 (1228) to (1111),2,A*,0.083041,18,53,35,9.66483,214
6/10 (1228) to (1111),2,CA*,0.0635,18,38,20,9.66483,214
6/10 (1228) to (1111),5,A*,0.082042,18,53,35,9.66483,214
6/10 (1228) to (1111),5,CA*,0.061375,18,38,20,9.66483,214
6/10 (1228) to (1111),10,A*,0.081667,18,53,35,9.66483,214
6/10 (1228) to (1111),10,CA*,0.061417,18,38,20,9.66483,214
7/10 (2720) to (521),1,A*,0.417084,107,189,42,9.62959,360
7/10 (2720) to (521),1,CA*,0.381209,107,148,32,9.79008,366
7/10 (2720) to (521),2,A*,0.264084,62,140,62,9.62959,360
7/10 (2720) to (521),2,CA*,0.205542,56,106,48,9.79008,366
7/10 (2720) to (521),5,A*,0.21125,49,121,63,9.62959,360
7/10 (2720) to (521),5,CA*,0.162583,47,90,43,9.79008,366
7/10 (2720) to (521),10,A*,0.201459,47,116,63,10.1646,380
7/10 (2720) to (521),10,CA*,0.142417,42,81,39,9.79008,366
8/10 (3121) to (317),1,A*,0.353792,87,171,43,9.77151,366
8/10 (3121) to (317),1,CA*,0.365625,86,141,31,9.77151,366
8/10 (3121) to (317),2,A*,1.66037,49,134,66,9.77151,366
8/10 (3121) to (317),2,CA*,0.189875,49,98,43,9.77151,366
8/10 (3121) to (317),5,A*,0.17275,36,107,69,9.93169,372
8/10 (3121) to (317),5,CA*,0.130958,35,78,43,9.93169,372
8/10 (3121) to (317),10,A*,0.161417,34,104,70,9.93169,372
8/10 (3121) to (317),10,CA*,0.124041,34,77,43,9.93169,372
9/10 (421) to (2818),1,A*,0.580083,139,281,50,9.60975,348
9/10 (421) to (2818),1,CA*,0.511875,133,225,43,9.60975,348
9/10 (421) to (2818),2,A*,0.33475,73,196,72,9.60975,348
9/10 (421) to (2818),2,CA*,0.263709,69,138,52,9.60975,348
9/10 (421) to (2818),5,A*,0.202833,45,125,75,9.60975,348
9/10 (421) to (2818),5,CA*,0.16675,47,95,47,9.60975,348
9/10 (421) to (2818),10,A*,0.207291,46,127,75,9.60975,348
9/10 (421) to (2818),10,CA*,0.113125,30,68,38,9.60975,348
10/10 (418) to (3018),1,A*,0.427458,101,225,69,9.58778,332
10/10 (418) to (3018),1,CA*,0.308166,79,158,62,9.76105,338
10/10 (418) to (3018),2,A*,0.200084,42,127,69,9.58778,332
10/10 (418) to (3018),2,CA*,0.143667,40,84,42,9.76105,338
10/10 (418) to (3018),5,A*,0.1945,36,107,69,9.93432,344
10/10 (418) to (3018),5,CA*,0.130584,36,76,40,9.93432,344
10/10 (418) to (3018),10,A*,0.149375,30,92,61,9.93432,344
10/10 (418) to (3018),10,CA*,0.1215,30,66,36,9.93432,344
1/10 (2419) to (2318),1,A*,0.0145,2,9,7,9.89949,14
1/10 (2419) to (2318),1,CA*,0.006709,2,4,2,9.89949,14
1/10 (2419) to (2318),2,A*,0.010083,2,9,7,9.89949,14
1/10 (2419) to (2318),2,CA*,0.006,2,4,2,9.89949,14
1/10 (2419) to (2318),5,A*,0.009708,2,9,7,9.89949,14
1/10 (2419) to (2318),5,CA*,0.006,2,4,2,9.89949,14
1/10 (2419) to (2318),10,A*,0.009458,2,9,7,9.89949,14
1/10 (2419) to (2318),10,CA*,0.005833,2,4,2,9.89949,14
2/10 (2010) to (188),1,A*,0.01725,3,14,11,9.89949,28
2/10 (2010) to (188),1,CA*,0.01125,3,7,4,9.89949,28
2/10 (2010) to (188),2,A*,0.016833,3,14,11,9.89949,28
2/10 (2010) to (188),2,CA*,0.010708,3,7,4,9.89949,28
2/10 (2010) to (188),5,A*,0.016792,3,14,11,9.89949,28
2/10 (2010) to (188),5,CA*,0.010333,3,7,4,9.89949,28
2/10 (2010) to (188),10,A*,0.016583,3,14,11,9.89949,28
2/10 (2010) to (188),10,CA*,0.01025,3,7,4,9.89949,28
3/10 (2238) to (2036),1,A*,0.017209,3,14,11,9.89949,28
3/10 (2238) to (2036),1,CA*,0.010583,3,7,4,9.89949,28
3/10 (2238) to (2036),2,A*,0.016958,3,14,11,9.89949,28
3/10 (2238) to (2036),2,CA*,0.010291,3,7,4,9.89949,28
3/10 (2238) to (2036),5,A*,0.016625,3,14,11,9.89949,28
3/10 (2238) to (2036),5,CA*,0.010083,3,7,4,9.89949,28
3/10 (2238) to (2036),10,A*,0.016209,3,14,11,9.89949,28
3/10 (2238) to (2036),10,CA*,0.010208,3,7,4,9.89949,28
4/10 (426) to (5326),1,A*,0.413959,89,252,102,9.98344,514
4/10 (426) to (5326),1,CA*,0.344917,82,200,93,9.98344,514
4/10 (426) to (5326),2,A*,0.27275,56,168,108,9.98344,514
4/10 (426) to (5326),2,CA*,0.238333,56,150,92,9.98344,514
4/10 (426) to (5326),5,A*,0.261416,53,161,108,10.1,520
4/10 (426) to (5326),5,CA*,0.228625,53,147,94,10.1,520
4/10 (426) to (5326),10,A*,0.257917,53,161,108,10.1,520
4/10 (426) to (5326),10,CA*,0.2275,53,147,94,10.1,520
5/10 (825) to (5719),1,A*,0.270375,53,168,113,9.98344,514
5/10 (825) to (5719),1,CA*,0.233209,53,149,95,9.98344,514
5/10 (825) to (5719),2,A*,0.267167,52,168,116,10.1388,522
5/10 (825) to (5719),2,CA*,0.23025,52,148,96,10.1388,522
5/10 (825) to (5719),5,A*,0.265,52,168,116,10.1388,522
5/10 (825) to (5719),5,CA*,0.229,52,148,96,10.1388,522
5/10 (825) to (5719),10,A*,0.271,53,169,116,10.1388,522
5/10 (825) to (5719),10,CA*,0.232291,53,149,96,10.1388,522
6/10 (2310) to (6220),1,A*,0.451042,100,255,104,9.86397,466
6/10 (2310) to (6220),1,CA*,0.365292,91,202,89,9.86397,466
6/10 (2310) to (6220),2,A*,0.434583,92,252,103,9.86397,466
6/10 (2310) to (6220),2,CA*,0.355541,88,198,88,9.86397,466
6/10 (2310) to (6220),5,A*,0.391833,87,223,105,10.2026,482
6/10 (2310) to (6220),5,CA*,0.347708,86,194,90,10.0333,474
6/10 (2310) to (6220),10,A*,0.381083,85,215,106,10.2026,482
6/10 (2310) to (6220),10,CA*,0.344583,84,193,91,10.0333,474
7/10 (9920) to (1130),1,A*,4.00204,813,1773,129,9.92941,944
7/10 (9920) to (1130),1,CA*,3.51788,808,1579,116,9.92941,944
7/10 (9920) to (1130),2,A*,0.670125,144,376,164,11.1916,1064
7/10 (9920) to (1130),2,CA*,0.557958,144,292,114,11.1916,1064
7/10 (9920) to (1130),5,A*,0.523041,116,294,166,11.4441,1088
