Scenario,Weight,Algorithm,Time (ms),Expansions,Generations,Open,Quality,Path
6/10 (1745) to (46102),2,A*,0.756583,154,459,180,10.9733,828
6/10 (1745) to (46102),2,CA*,0.646583,158,329,106,10.9733,828
6/10 (1745) to (46102),5,A*,0.588833,120,340,188,11.8215,892
6/10 (1745) to (46102),5,CA*,0.497,122,268,122,11.5564,872
6/10 (1745) to (46102),10,A*,0.5195,111,323,189,11.8215,892
6/10 (1745) to (46102),10,CA*,0.437625,110,248,124,11.8215,892
7/10 (23145) to (353),1,A*,1.50904,364,855,283,9.94827,1482
7/10 (23145) to (353),1,CA*,2.83967,363,817,275,9.94827,1482
7/10 (23145) to (353),2,A*,0.742916,151,462,309,10.2168,1522
7/10 (23145) to (353),2,CA*,0.662667,151,422,270,10.2168,1522
7/10 (23145) to (353),5,A*,0.697584,147,453,306,10.2571,1528
7/10 (23145) to (353),5,CA*,0.639458,147,417,270,10.2571,1528
7/10 (23145) to (353),10,A*,0.697166,147,453,306,10.2571,1528
7/10 (23145) to (353),10,CA*,0.630208,147,417,270,10.2571,1528
8/10 (8136) to (382),1,A*,1.23758,281,703,292,9.93723,1490
8/10 (8136) to (382),1,CA*,1.07725,274,631,267,9.93723,1490
8/10 (8136) to (382),2,A*,0.696791,141,455,314,9.93723,1490
8/10 (8136) to (382),2,CA*,0.619709,141,405,264,9.93723,1490
8/10 (8136) to (382),5,A*,0.709833,140,455,315,9.93723,1490
8/10 (8136) to (382),5,CA*,0.629125,140,405,265,9.93723,1490
8/10 (8136) to (382),10,A*,0.683542,140,455,315,9.93723,1490
8/10 (8136) to (382),10,CA*,0.60175,140,405,265,9.93723,1490
9/10 (303) to (35148),1,A*,5.17687,1183,3030,244,9.9859,1510
9/10 (303) to (35148),1,CA*,4.82708,1181,2369,235,9.9859,1510
9/10 (303) to (35148),2,A*,0.703875,151,458,305,10.0388,1518
9/10 (303) to (35148),2,CA*,0.637,151,429,277,10.0388,1518
9/10 (303) to (35148),5,A*,0.713542,148,450,302,10.0785,1524
9/10 (303) to (35148),5,CA*,0.651875,148,425,277,10.0785,1524
9/10 (303) to (35148),10,A*,0.701041,148,450,302,10.0785,1524
9/10 (303) to (35148),10,CA*,0.669916,148,425,277,10.0785,1524
10/10 (6483) to (6785),1,A*,0.02475,4,16,12,8.60855,38
10/10 (6483) to (6785),1,CA*,0.015958,4,9,5,8.60855,38
10/10 (6483) to (6785),2,A*,0.021875,4,16,12,8.60855,38
10/10 (6483) to (6785),2,CA*,0.014833,4,9,5,8.60855,38
10/10 (6483) to (6785),5,A*,0.022792,4,16,12,8.60855,38
10/10 (6483) to (6785),5,CA*,0.014375,4,9,5,8.60855,38
10/10 (6483) to (6785),10,A*,0.020792,4,16,12,8.60855,38
10/10 (6483) to (6785),10,CA*,0.014625,4,9,5,8.60855,38
1/10 (2016) to (2015),1,A*,0.01575,2,9,7,10,10
1/10 (2016) to (2015),1,CA*,0.00425,2,2,0,10,10
1/10 (2016) to (2015),2,A*,0.010291,2,9,7,10,10
1/10 (2016) to (2015),2,CA*,0.003916,2,2,0,10,10
1/10 (2016) to (2015),5,A*,0.00975,2,9,7,10,10
1/10 (2016) to (2015),5,CA*,0.003625,2,2,0,10,10
1/10 (2016) to (2015),10,A*,0.009583,2,9,7,10,10
1/10 (2016) to (2015),10,CA*,0.003584,2,2,0,10,10
2/10 (84) to (114),1,A*,0.02225,4,15,11,10,30
2/10 (84) to (114),1,CA*,0.015083,4,8,4,10,30
2/10 (84) to (114),2,A*,0.021834,4,15,11,10,30
2/10 (84) to (114),2,CA*,0.014,4,8,4,10,30
2/10 (84) to (114),5,A*,0.020625,4,15,11,10,30
2/10 (84) to (114),5,CA*,0.013792,4,8,4,10,30
2/10 (84) to (114),10,A*,0.020541,4,15,11,10,30
2/10 (84) to (114),10,CA*,0.013708,4,8,4,10,30
3/10 (4323) to (4420),1,A*,0.022917,4,17,13,9.95837,34
3/10 (4323) to (4420),1,CA*,0.016167,4,10,6,9.95837,34
3/10 (4323) to (4420),2,A*,0.022042,4,17,13,9.95837,34
3/10 (4323) to (4420),2,CA*,0.016958,4,10,6,9.95837,34
3/10 (4323) to (4420),5,A*,0.021083,4,17,13,9.95837,34
3/10 (4323) to (4420),5,CA*,0.015458,4,10,6,9.95837,34
3/10 (4323) to (4420),10,A*,0.021666,4,17,13,9.95837,34
3/10 (4323) to (4420),10,CA*,0.01525,4,10,6,9.95837,34
4/10 (507) to (1410),1,A*,0.981625,192,509,93,9.96145,404
4/10 (507) to (1410),1,CA*,0.793791,184,388,78,9.96145,404
4/10 (507) to (1410),2,A*,0.25425,49,155,94,9.96145,404
4/10 (507) to (1410),2,CA*,0.215292,49,124,69,9.96145,404
4/10 (507) to (1410),5,A*,0.228583,45,141,94,10.2573,416
4/10 (507) to (1410),5,CA*,0.198834,45,118,73,10.2573,416
4/10 (507) to (1410),10,A*,0.228375,45,141,94,10.2573,416
4/10 (507) to (1410),10,CA*,0.195542,45,118,73,10.2573,416
5/10 (1639) to (202),1,A*,0.193291,38,125,87,9.98529,386
5/10 (1639) to (202),1,CA*,0.170917,38,112,74,9.98529,386
5/10 (1639) to (202),2,A*,0.193834,38,125,87,9.98529,386
5/10 (1639) to (202),2,CA*,0.182292,38,112,74,9.98529,386
5/10 (1639) to (202),5,A*,0.202834,38,125,87,9.98529,386
5/10 (1639) to (202),5,CA*,0.1835,38,112,74,9.98529,386
5/10 (1639) to (202),10,A*,0.200416,38,125,87,9.98529,386
5/10 (1639) to (202),10,CA*,0.18675,38,112,74,9.98529,386
6/10 (4512) to (614),1,A*,0.209542,40,124,84,9.99286,398
6/10 (4512) to (614),1,CA*,0.181583,40,115,75,9.99286,398
6/10 (4512) to (614),2,A*,0.20525,40,124,84,9.99286,398
6/10 (4512) to (614),2,CA*,0.188333,40,115,75,9.99286,398
6/10 (4512) to (614),5,A*,0.2065,40,124,84,9.99286,398
6/10 (4512) to (614),5,CA*,0.185292,40,115,75,9.99286,398
6/10 (4512) to (614),10,A*,0.2145,40,124,84,9.99286,398
6/10 (4512) to (614),10,CA*,0.188542,40,115,75,9.99286,398
7/10 (29) to (5260),1,A*,2.10237,462,1023,181,9.84636,758
7/10 (29) to (5260),1,CA*,1.83133,455,930,151,9.84636,758
7/10 (29) to (5260),2,A*,0.353875,61,254,192,9.84636,758
7/10 (29) to (5260),2,CA*,0.272167,61,169,108,9.84636,758
7/10 (29) to (5260),5,A*,0.348959,60,252,192,9.84636,758
7/10 (29) to (5260),5,CA*,0.259375,60,167,107,9.84636,758
7/10 (29) to (5260),10,A*,0.346583,60,252,192,9.84636,758
7/10 (29) to (5260),10,CA*,0.258125,60,167,107,9.84636,758
8/10 (486) to (4836),1,A*,4.53887,1070,1979,126,9.80543,748
8/10 (486) to (4836),1,CA*,4.27046,1070,1636,106,9.88408,754
8/10 (486) to (4836),2,A*,3.67542,865,1689,112,9.80543,748
8/10 (486) to (4836),2,CA*,3.45292,863,1352,94,9.88408,754
8/10 (486) to (4836),5,A*,2.60038,614,1264,133,10.5133,802
8/10 (486) to (4836),5,CA*,2.49767,605,1104,108,10.5133,802
8/10 (486) to (4836),10,A*,2.13612,510,1055,134,10.5133,802
8/10 (486) to (4836),10,CA*,2.06571,508,935,100,10.5133,802
9/10 (5361) to (364),1,A*,2.76108,644,1274,79,9.72678,742
9/10 (5361) to (364),1,CA*,2.51863,644,1207,67,9.72678,742
9/10 (5361) to (364),2,A*,2.20058,455,1184,130,9.72678,742
9/10 (5361) to (364),2,CA*,1.87783,456,868,96,9.72678,742
9/10 (5361) to (364),5,A*,1.54904,352,763,146,9.83165,750
9/10 (5361) to (364),5,CA*,1.44263,348,655,107,9.72678,742
9/10 (5361) to (364),10,A*,1.41733,331,692,150,9.83165,750
9/10 (5361) to (364),10,CA*,1.35896,329,619,110,9.72678,742
10/10 (422) to (79),1,A*,0.077042,14,51,37,9.97006,142
10/10 (422) to (79),1,CA*,0.063459,14,40,26,9.97006,142
10/10 (422) to (79),2,A*,0.075833,14,51,37,9.97006,142
10/10 (422) to (79),2,CA*,0.064042,14,40,26,9.97006,142
10/10 (422) to (79),5,A*,0.074667,14,51,37,9.97006,142
10/10 (422) to (79),5,CA*,0.06325,14,40,26,9.97006,142
10/10 (422) to (79),10,A*,0.073417,14,51,37,9.97006,142
10/10 (422) to (79),10,CA*,0.062583,14,40,26,9.97006,142
1/10 (131440) to (129438),1,A*,0.0245,3,14,11,9.89949,28
1/10 (131440) to (129438),1,CA*,0.014791,3,7,4,9.89949,28
1/10 (131440) to (129438),2,A*,0.019958,3,14,11,9.89949,28
1/10 (131440) to (129438),2,CA*,0.012667,3,7,4,9.89949,28
1/10 (131440) to (129438),5,A*,0.018917,3,14,11,9.89949,28
1/10 (131440) to (129438),5,CA*,0.012417,3,7,4,9.89949,28
1/10 (131440) to (129438),10,A*,0.026208,3,14,11,9.89949,28
1/10 (131440) to (129438),10,CA*,0.015208,3,7,4,9.89949,28
2/10 (580266) to (579265),1,A*,0.013208,2,9,7,9.89949,14
2/10 (580266) to (579265),1,CA*,0.008375,2,4,2,9.89949,14
2/10 (580266) to (579265),2,A*,0.01225,2,9,7,9.89949,14
2/10 (580266) to (579265),2,CA*,0.008791,2,4,2,9.89949,14
2/10 (580266) to (579265),5,A*,0.011417,2,9,7,9.89949,14
2/10 (580266) to (579265),5,CA*,0.014458,2,4,2,9.89949,14
2/10 (580266) to (579265),10,A*,0.013917,2,9,7,9.89949,14
2/10 (580266) to (579265),10,CA*,0.008208,2,4,2,9.89949,14
3/10 (452258) to (455257),1,A*,0.026792,4,17,13,9.95837,34
3/10 (452258) to (455257),1,CA*,0.018208,4,10,6,9.95837,34
3/10 (452258) to (455257),2,A*,0.026584,4,17,13,9.95837,34
3/10 (452258) to (455257),2,CA*,0.016958,4,10,6,9.95837,34
3/10 (452258) to (455257),5,A*,0.0285,4,17,13,9.95837,34
3/10 (452258) to (455257),5,CA*,0.018,4,10,6,9.95837,34
3/10 (452258) to (455257),10,A*,0.024875,4,17,13,9.95837,34
3/10 (452258) to (455257),10,CA*,0.017167,4,10,6,9.95837,34
4/10 (617249) to (200178),1,A*,6.45283,1373,3118,814,9.95204,4466
4/10 (617249) to (200178),1,CA*,5.67471,1372,2962,776,9.95204,4466
4/10 (617249) to (200178),2,A*,2.128,420,1323,903,10.0233,4498
4/10 (617249) to (200178),2,CA*,1.8985,420,1197,777,10.0233,4498
4/10 (617249) to (200178),5,A*,2.16242,420,1323,903,10.0233,4498
4/10 (617249) to (200178),5,CA*,1.83308,420,1197,777,10.0233,4498
4/10 (617249) to (200178),10,A*,2.0915,420,1323,903,10.0233,4498
4/10 (617249) to (200178),10,CA*,1.91521,420,1197,777,10.0233,4498
5/10 (585195) to (19853),1,A*,4.7125,1028,2487,857,9.95473,4438
5/10 (585195) to (19853),1,CA*,3.98283,1028,2153,571,9.95473,4438
5/10 (585195) to (19853),2,A*,2.86342,571,1660,906,10.5469,4702
5/10 (585195) to (19853),2,CA*,2.70329,558,1230,571,10.529,4694
5/10 (585195) to (19853),5,A*,3.047,529,1592,914,10.6815,4762
5/10 (585195) to (19853),5,CA*,1.99946,522,1167,576,10.6501,4748
5/10 (585195) to (19853),10,A*,2.61104,521,1568,917,10.8161,4822
5/10 (585195) to (19853),10,CA*,1.97546,519,1161,578,10.7847,4808
6/10 (201298) to (22923),1,A*,50.2249,10921,21235,417,9.93151,4486
6/10 (201298) to (22923),1,CA*,48.1653,10921,18235,317,9.98022,4508
6/10 (201298) to (22923),2,A*,33.9425,6888,15131,563,9.98465,4510
6/10 (201298) to (22923),2,CA*,30.5261,6940,12669,435,10.0156,4524
6/10 (201298) to (22923),5,A*,25.1795,5631,10698,626,10.0909,4558
6/10 (201298) to (22923),5,CA*,24.0119,5662,8966,494,10.1352,4578
6/10 (201298) to (22923),10,A*,22.8793,5239,9611,673,10.0909,4558
6/10 (201298) to (22923),10,CA*,22.0252,5247,8184,526,10.1352,4578
7/10 (24460) to (640254),1,A*,118.441,22627,46133,924,9.9563,8900
7/10 (24460) to (640254),1,CA*,104.383,22627,41920,853,9.9563,8900
7/10 (24460) to (640254),2,A*,87.2062,16148,37367,1188,10.6275,9500
7/10 (24460) to (640254),2,CA*,76.2087,16161,30182,852,10.6186,9492
7/10 (24460) to (640254),5,A*,69.4728,13725,29592,1497,12.3033,10998
7/10 (24460) to (640254),5,CA*,63.9292,13691,24932,1127,12.2854,10982
7/10 (24460) to (640254),10,A*,56.7125,11359,22902,1536,12.3033,10998
7/10 (24460) to (640254),10,CA*,51.6611,11349,20494,1162,12.2854,10982
8/10 (23475) to (57376),1,A*,211.904,37481,76217,344,9.9651,8914
8/10 (23475) to (57376),1,CA*,184.718,37481,69921,307,9.9651,8914
8/10 (23475) to (57376),2,A*,60.662,11702,28837,1346,10.77,9634
8/10 (23475) to (57376),2,CA*,51.909,11654,22495,998,10.7432,9610
8/10 (23475) to (57376),5,A*,28.7325,6127,13440,1534,11.2418,10056
8/10 (23475) to (57376),5,CA*,26.6891,6123,11751,1126,11.2373,10052
8/10 (23475) to (57376),10,A*,26.3244,5800,12250,1555,11.5279,10312
8/10 (23475) to (57376),10,CA*,24.9402,5799,11144,1136,11.4944,10282
9/10 (631269) to (25469),1,A*,287.515,48329,91699,450,9.95248,8896
9/10 (631269) to (25469),1,CA*,253.302,48328,82647,417,9.95248,8896
9/10 (631269) to (25469),2,A*,70.7378,13390,31262,1453,10.7311,9592
9/10 (631269) to (25469),2,CA*,61.2242,13279,24559,1129,10.7043,9568
9/10 (631269) to (25469),5,A*,38.0465,7738,16992,1564,13.038,11654
9/10 (631269) to (25469),5,CA*,35.3448,7724,14369,1174,12.9731,11596
9/10 (631269) to (25469),10,A*,34.8158,7133,15300,1673,13.3915,11970
9/10 (631269) to (25469),10,CA*,32.6037,7132,13333,1240,13.358,11940
10/10 (290206) to (19247),1,A*,13.0597,2782,6257,485,9.9253,2138
10/10 (290206) to (19247),1,CA*,11.5237,2752,5209,368,9.9253,2138
10/10 (290206) to (19247),2,A*,3.22408,717,1712,556,10.4452,2250
10/10 (290206) to (19247),2,CA*,2.82325,723,1471,381,10.371,2234
10/10 (290206) to (19247),5,A*,8.85192,1804,4537,608,10.7331,2312
10/10 (290206) to (19247),5,CA*,7.76575,1813,3300,420,10.5938,2282
10/10 (290206) to (19247),10,A*,11.0473,2289,5285,571,11.0116,2372
10/10 (290206) to (19247),10,CA*,9.74863,2280,3871,383,10.8723,2342
1/10 (127212) to (125210),1,A*,0.023875,3,14,11,9.89949,28
1/10 (127212) to (125210),1,CA*,0.012042,3,7,4,9.89949,28
1/10 (127212) to (125210),2,A*,0.017667,3,14,11,9.89949,28
1/10 (127212) to (125210),2,CA*,0.01125,3,7,4,9.89949,28
1/10 (127212) to (125210),5,A*,0.017167,3,14,11,9.89949,28
1/10 (127212) to (125210),5,CA*,0.01075,3,7,4,9.89949,28
1/10 (127212) to (125210),10,A*,0.01625,3,14,11,9.89949,28
1/10 (127212) to (125210),10,CA*,0.010458,3,7,4,9.89949,28
2/10 (84142) to (83142),1,A*,0.010416,2,9,7,10,10
2/10 (84142) to (83142),1,CA*,0.00375,2,2,0,10,10
2/10 (84142) to (83142),2,A*,0.009791,2,9,7,10,10
2/10 (84142) to (83142),2,CA*,0.003708,2,2,0,10,10
2/10 (84142) to (83142),5,A*,0.009667,2,9,7,10,10
2/10 (84142) to (83142),5,CA*,0.003583,2,2,0,10,10
2/10 (84142) to (83142),10,A*,0.009708,2,9,7,10,10
2/10 (84142) to (83142),10,CA*,0.003583,2,2,0,10,10
3/10 (178160) to (178163),1,A*,0.02175,4,15,11,10,30
3/10 (178160) to (178163),1,CA*,0.014625,4,8,4,10,30
3/10 (178160) to (178163),2,A*,0.02225,4,15,11,10,30
3/10 (178160) to (178163),2,CA*,0.013833,4,8,4,10,30
3/10 (178160) to (178163),5,A*,0.024791,4,15,11,10,30
3/10 (178160) to (178163),5,CA*,0.015458,4,8,4,10,30
3/10 (178160) to (178163),10,A*,0.021583,4,15,11,10,30
3/10 (178160) to (178163),10,CA*,0.014,4,8,4,10,30
4/10 (211162) to (94160),1,A*,5.40592,1046,2742,189,4.454,1250
4/10 (211162) to (94160),1,CA*,4.89033,1024,1982,170,4.454,1250
4/10 (211162) to (94160),2,A*,0.561333,121,334,213,4.56802,1282
4/10 (211162) to (94160),2,CA*,0.466375,121,289,168,4.56802,1282
4/10 (211162) to (94160),5,A*,0.552917,121,334,213,4.56802,1282
4/10 (211162) to (94160),5,CA*,0.469583,121,289,168,4.56802,1282
4/10 (211162) to (94160),10,A*,0.567458,121,334,213,4.56802,1282
4/10 (211162) to (94160),10,CA*,0.452,121,289,168,4.56802,1282
5/10 (4110) to (54270),1,A*,16.4492,3527,8176,608,9.95347,2804
5/10 (4110) to (54270),1,CA*,14.7603,3501,6710,540,9.95347,2804
5/10 (4110) to (54270),2,A*,7.91996,1525,4371,685,11.1604,3144
5/10 (4110) to (54270),2,CA*,6.82479,1536,3108,477,11.1604,3144
5/10 (4110) to (54270),5,A*,19.0901,2066,5066,807,12.6371,3560
5/10 (4110) to (54270),5,CA*,12.361,2088,4136,571,12.6584,3566
5/10 (4110) to (54270),10,A*,8.74025,1848,4510,821,13.9008,3916
5/10 (4110) to (54270),10,CA*,8.46579,1842,3658,597,13.8511,3902
6/10 (189140) to (58174),1,A*,9.32563,1984,4614,277,5.3875,1516
6/10 (189140) to (58174),1,CA*,31.7434,1918,3649,236,5.3875,1516
6/10 (189140) to (58174),2,A*,5.1655,393,1100,349,5.61494,1580
6/10 (189140) to (58174),2,CA*,1.61825,395,805,232,5.58651,1572
6/10 (189140) to (58174),5,A*,2.21771,486,1120,353,5.74288,1616
6/10 (189140) to (58174),5,CA*,2.48146,517,1021,254,5.71445,1608
6/10 (189140) to (58174),10,A*,2.52937,567,1257,366,5.74288,1616
6/10 (189140) to (58174),10,CA*,3.06183,605,1178,258,5.71445,1608
7/10 (72287) to (146236),1,A*,21.3382,4067,7906,206,2.10584,1180
7/10 (72287) to (146236),1,CA*,20.7778,4066,7710,187,2.10584,1180
7/10 (72287) to (146236),2,A*,6.284,1177,2840,281,2.26289,1268
7/10 (72287) to (146236),2,CA*,5.79342,1181,2278,190,2.26289,1268
7/10 (72287) to (146236),5,A*,2.45854,522,1259,297,2.43064,1362
7/10 (72287) to (146236),5,CA*,2.30475,517,994,181,2.40566,1348
7/10 (72287) to (146236),10,A*,2.06254,440,1023,300,2.54486,1426
7/10 (72287) to (146236),10,CA*,2.15471,442,856,183,2.54486,1426
8/10 (73284) to (145239),1,A*,22.9207,4072,7807,205,2.02965,1138
8/10 (73284) to (145239),1,CA*,18.808,4067,7541,184,2.02965,1138
8/10 (73284) to (145239),2,A*,6.02292,1208,2960,277,2.21513,1242
8/10 (73284) to (145239),2,CA*,5.25867,1212,2320,184,2.21513,1242
8/10 (73284) to (145239),5,A*,2.13112,474,1109,292,2.35782,1322
8/10 (73284) to (145239),5,CA*,2.0415,486,942,174,2.37922,1334
8/10 (73284) to (145239),10,A*,1.875,398,950,296,2.43986,1368
8/10 (73284) to (145239),10,CA*,1.64162,398,780,177,2.41489,1354
9/10 (79279) to (155241),1,A*,12.2161,2498,5169,206,1.76795,992
9/10 (79279) to (155241),1,CA*,10.8157,2482,4764,204,1.76795,992
9/10 (79279) to (155241),2,A*,2.38163,478,1347,251,2.03884,1144
9/10 (79279) to (155241),2,CA*,1.94037,457,910,154,2.02459,1136
9/10 (79279) to (155241),5,A*,1.06196,230,605,264,2.12795,1194
9/10 (79279) to (155241),5,CA*,0.921875,232,485,165,2.1137,1186
9/10 (79279) to (155241),10,A*,0.88875,192,531,261,2.12795,1194
9/10 (79279) to (155241),10,CA*,0.780666,194,420,164,2.1137,1186
10/10 (97247) to (126223),1,A*,21.4794,4980,7199,349,2.17643,1108
10/10 (97247) to (126223),1,CA*,21.0622,4819,6882,300,2.17643,1108
10/10 (97247) to (126223),2,A*,15.3033,3608,5483,325,2.17643,1108
10/10 (97247) to (126223),2,CA*,14.9246,3523,5177,274,2.17643,1108
10/10 (97247) to (126223),5,A*,12.9363,2699,5955,301,2.32572,1184
10/10 (97247) to (126223),5,CA*,11.8846,2681,4657,247,2.3375,1190
10/10 (97247) to (126223),10,A*,10.7502,2299,4979,290,2.365,1204
10/10 (97247) to (126223),10,CA*,9.93179,2277,4034,233,2.3375,1190
1/10 (477418) to (476417),1,A*,0.017959,2,9,7,9.89949,14
1/10 (477418) to (476417),1,CA*,0.014042,2,4,2,9.89949,14
1/10 (477418) to (476417),2,A*,0.013417,2,9,7,9.89949,14
1/10 (477418) to (476417),2,CA*,0.0095,2,4,2,9.89949,14
1/10 (477418) to (476417),5,A*,0.014209,2,9,7,9.89949,14
1/10 (477418) to (476417),5,CA*,0.009333,2,4,2,9.89949,14
1/10 (477418) to (476417),10,A*,0.012542,2,9,7,9.89949,14
1/10 (477418) to (476417),10,CA*,0.008458,2,4,2,9.89949,14
2/10 (409389) to (406390),1,A*,0.041125,4,17,13,9.95837,34
2/10 (409389) to (406390),1,CA*,0.029542,4,10,6,9.95837,34
2/10 (409389) to (406390),2,A*,0.026917,4,17,13,9.95837,34
2/10 (409389) to (406390),2,CA*,0.024417,4,10,6,9.95837,34
2/10 (409389) to (406390),5,A*,0.024875,4,17,13,9.95837,34
2/10 (409389) to (406390),5,CA*,0.017292,4,10,6,9.95837,34
2/10 (409389) to (406390),10,A*,0.033042,4,17,13,9.95837,34
2/10 (409389) to (406390),10,CA*,0.024833,4,10,6,9.95837,34
3/10 (424394) to (424391),1,A*,0.035916,4,15,11,10,30
3/10 (424394) to (424391),1,CA*,0.018416,4,8,4,10,30
3/10 (424394) to (424391),2,A*,0.029041,4,15,11,10,30
3/10 (424394) to (424391),2,CA*,0.015958,4,8,4,10,30
3/10 (424394) to (424391),5,A*,0.022125,4,15,11,10,30
3/10 (424394) to (424391),5,CA*,0.015833,4,8,4,10,30
3/10 (424394) to (424391),10,A*,0.028459,4,15,11,10,30
3/10 (424394) to (424391),10,CA*,0.017417,4,8,4,10,30
4/10 (492366) to (342452),1,A*,24.6395,4923,10245,493,9.92809,1884
4/10 (492366) to (342452),1,CA*,21.5583,4913,9701,454,9.92809,1884
4/10 (492366) to (342452),2,A*,1.01158,217,624,360,10.7712,2044
4/10 (492366) to (342452),2,CA*,0.810625,217,465,227,10.7712,2044
4/10 (492366) to (342452),5,A*,1.00246,215,601,362,10.9083,2070
4/10 (492366) to (342452),5,CA*,0.812709,215,465,235,10.9083,2070
4/10 (492366) to (342452),10,A*,1.00012,214,600,363,10.9083,2070
4/10 (492366) to (342452),10,CA*,0.82075,214,464,235,10.9083,2070
5/10 (326443) to (440311),1,A*,5.62733,1236,2697,419,9.85508,1860
5/10 (326443) to (440311),1,CA*,0.007417,1,1,0,0,0
5/10 (326443) to (440311),2,A*,0.932959,176,682,485,9.85508,1860
5/10 (326443) to (440311),2,CA*,0.007125,1,1,0,0,0
5/10 (326443) to (440311),5,A*,1.05513,194,715,486,9.85508,1860
5/10 (326443) to (440311),5,CA*,0.007375,1,1,0,0,0
5/10 (326443) to (440311),10,A*,1.06017,205,737,487,9.85508,1860
5/10 (326443) to (440311),10,CA*,0.006875,1,1,0,0,0
6/10 (432454) to (499297),1,A*,0.756417,158,541,383,9.94845,1838
6/10 (432454) to (499297),1,CA*,0.678167,158,416,258,9.94845,1838
6/10 (432454) to (499297),2,A*,0.782375,158,541,383,9.94845,1838
6/10 (432454) to (499297),2,CA*,0.648375,158,416,258,9.94845,1838
6/10 (432454) to (499297),5,A*,0.819542,158,541,383,9.94845,1838
6/10 (432454) to (499297),5,CA*,0.640417,158,416,258,9.94845,1838
6/10 (432454) to (499297),10,A*,0.824917,158,541,383,9.94845,1838
6/10 (432454) to (499297),10,CA*,0.693792,158,416,258,9.94845,1838
7/10 (270455) to (484256),1,A*,74.4289,13960,26115,332,9.93154,3716
7/10 (270455) to (484256),1,CA*,66.8555,13956,25117,319,9.93154,3716
7/10 (270455) to (484256),2,A*,16.2346,3173,7394,703,9.93154,3716
7/10 (270455) to (484256),2,CA*,13.6085,3164,6107,491,9.93154,3716
7/10 (270455) to (484256),5,A*,12.5858,2424,6365,753,10.7226,4012
7/10 (270455) to (484256),5,CA*,11.091,2416,4745,506,10.6799,3996
7/10 (270455) to (484256),10,A*,10.9875,2156,5519,777,10.7226,4012
7/10 (270455) to (484256),10,CA*,9.69708,2154,4249,514,10.6799,3996
8/10 (484250) to (305516),1,A*,39.7067,7768,15736,475,9.90693,3698
8/10 (484250) to (305516),1,CA*,34.7754,7765,14741,451,9.90693,3698
8/10 (484250) to (305516),2,A*,1.62679,327,1108,769,10.0355,3746
8/10 (484250) to (305516),2,CA*,1.23883,327,789,456,10.0355,3746
8/10 (484250) to (305516),5,A*,1.56529,309,1075,765,10.0677,3758
8/10 (484250) to (305516),5,CA*,1.17233,309,765,456,10.0677,3758
8/10 (484250) to (305516),10,A*,1.69312,308,1073,765,10.0677,3758
8/10 (484250) to (305516),10,CA*,1.26221,308,764,456,10.0677,3758
9/10 (306516) to (486250),1,A*,114.284,13276,26712,361,9.90776,3686
9/10 (306516) to (486250),1,CA*,65.814,13253,25304,349,9.90776,3686
9/10 (306516) to (486250),2,A*,66.5162,2944,7147,799,10.4238,3878
9/10 (306516) to (486250),2,CA*,14.271,2929,5764,535,10.4023,3870
9/10 (306516) to (486250),5,A*,9.61637,1656,3831,879,10.0422,3736
9/10 (306516) to (486250),5,CA*,9.43442,1651,3392,581,10.0422,3736
9/10 (306516) to (486250),10,A*,9.33175,1729,3904,877,10.0422,3736
9/10 (306516) to (486250),10,CA*,8.34075,1729,3547,580,10.0422,3736
10/10 (495280) to (250453),1,A*,65.1869,11243,23012,391,9.93359,3640
10/10 (495280) to (250453),1,CA*,62.7232,11241,21145,378,9.93359,3640
10/10 (495280) to (250453),2,A*,3.53512,706,1873,724,10.0209,3672
10/10 (495280) to (250453),2,CA*,4.0485,702,1487,485,10.0209,3672
10/10 (495280) to (250453),5,A*,2.59563,417,1233,749,10.2065,3740
10/10 (495280) to (250453),5,CA*,1.66058,417,964,501,10.2065,3740
10/10 (495280) to (250453),10,A*,2.38796,415,1232,758,10.2065,3740
10/10 (495280) to (250453),10,CA*,1.83479,413,960,508,10.2065,3740
1/10 (6618) to (6419),1,A*,0.026458,3,14,11,9.94113,24
1/10 (6618) to (6419),1,CA*,0.012459,3,7,4,9.94113,24
1/10 (6618) to (6419),2,A*,0.017167,3,14,11,9.94113,24
1/10 (6618) to (6419),2,CA*,0.01125,3,7,4,9.94113,24
1/10 (6618) to (6419),5,A*,0.019584,3,14,11,9.94113,24
1/10 (6618) to (6419),5,CA*,0.012292,3,7,4,9.94113,24
1/10 (6618) to (6419),10,A*,0.017208,3,14,11,9.94113,24
1/10 (6618) to (6419),10,CA*,0.011,3,7,4,9.94113,24
2/10 (635) to (736),1,A*,0.011,2,9,7,9.89949,14
2/10 (635) to (736),1,CA*,0.006583,2,4,2,9.89949,14
2/10 (635) to (736),2,A*,0.010375,2,9,7,9.89949,14
2/10 (635) to (736),2,CA*,0.006084,2,4,2,9.89949,14
2/10 (635) to (736),5,A*,0.010042,2,9,7,9.89949,14
2/10 (635) to (736),5,CA*,0.006083,2,4,2,9.89949,14
2/10 (635) to (736),10,A*,0.01,2,9,7,9.89949,14
2/10 (635) to (736),10,CA*,0.005917,2,4,2,9.89949,14
3/10 (2238) to (2335),1,A*,0.020417,4,14,10,9.95837,34
3/10 (2238) to (2335),1,CA*,0.016167,4,10,6,9.95837,34
3/10 (2238) to (2335),2,A*,0.019334,4,14,10,9.95837,34
3/10 (2238) to (2335),2,CA*,0.017125,4,10,6,9.95837,34
